doc_id,dominant_topic,top_topic_prob,margin,entropy
362,12,0.40451398491859436,0.11865457892417908,1.5675003587997791
363,1,0.45478251576423645,0.22190438210964203,1.530018233450385
364,13,0.33698558807373047,0.11571568250656128,1.8780330644587993
365,4,0.4300106167793274,0.13029804825782776,1.5556889838929409
366,12,0.3323141038417816,0.11713817715644836,1.7989024630031738
367,13,0.40863749384880066,0.10699480772018433,1.4649946153289033
368,13,0.22255755960941315,0.030595704913139343,1.8355785501778437
369,9,0.30692213773727417,0.12093687057495117,1.8109147803559302
370,14,0.7386401891708374,0.6643162444233894,0.98788370763614
371,12,0.4536181688308716,0.0876983106136322,1.277865324422179
372,4,0.6094048023223877,0.32405921816825867,1.0242439295606829
373,6,0.5286034345626831,0.30443471670150757,1.3311587451289253
374,3,0.365621954202652,0.059710532426834106,1.662259805871241
375,14,0.44232943654060364,0.20878176391124725,1.4331510442187902
376,13,0.5320104360580444,0.18986719846725464,1.1216541806716582
377,2,0.3042837977409363,0.12127196788787842,1.8147004677128125
378,3,0.3221592605113983,0.08484511077404022,1.6672419466494799
379,13,0.26449236273765564,0.05882181227207184,1.9784153805534832
380,9,0.2462020069360733,0.01991046965122223,1.8420698818526253
381,2,0.4082147777080536,0.009466379880905151,1.1932446939682857
382,10,0.4343355596065521,0.19720697402954102,1.4487936513391608
383,11,0.4965527653694153,0.30118076503276825,1.433324906265573
384,2,0.42373234033584595,0.16892540454864502,1.565706008048093
385,12,0.3064510226249695,0.08991792798042297,1.807895986805533
386,0,0.3506155014038086,0.18090707063674927,1.787654618975335
387,4,0.2662190794944763,0.000650554895401001,1.8744070288866737
388,12,0.6594827175140381,0.44576139748096466,0.9340212999614976
389,13,0.4569653570652008,0.18145084381103516,1.3063306779062782
390,4,0.5225307941436768,0.1100195050239563,0.9610752463395925
391,1,0.478158175945282,0.2785593420267105,1.428257612134077
392,6,0.2613505423069,0.08814813196659088,2.0452172438197427
393,12,0.43742167949676514,0.16111528873443604,1.3924522745413546
394,13,0.7035068869590759,0.548287644982338,1.0109191973398144
395,1,0.7278537154197693,0.5653068572282791,0.9195746694791914
396,6,0.36774754524230957,0.03776562213897705,1.5165473872647004
397,1,0.2370198369026184,0.01327463984489441,1.8579212743319538
398,2,0.511773943901062,0.2168760895729065,1.2420346436442504
399,12,0.38159385323524475,0.19454346597194672,1.6565169037172593
400,4,0.37934282422065735,0.14025582373142242,1.6345047899019474
401,15,0.4624490737915039,0.1223294734954834,1.1159486501409792
402,6,0.428547203540802,0.044319480657577515,1.3512279260132298
403,13,0.7578338384628296,0.6370000094175339,0.9012454709849467
404,12,0.37999483942985535,0.12977167963981628,1.7246349761831423
405,1,0.466313898563385,0.22934602200984955,1.4565126036948184
406,3,0.3255792260169983,0.06951797008514404,1.5559007549496042
407,9,0.4010826349258423,0.1470889449119568,1.4819841388214072
408,3,0.9477100968360901,0.9444419788196683,0.35018148887293543
409,11,0.4719387888908386,0.21260491013526917,1.5119018111421512
410,0,0.6767076253890991,0.5028543472290039,0.9962249277971009
411,3,0.4016236364841461,0.1334424912929535,1.3803521580474771
412,1,0.4740142524242401,0.22530575096607208,1.511322040425238
413,11,0.5626511573791504,0.431737557053566,1.4325143082141296
414,1,0.6115503311157227,0.3936416208744049,1.0620080220539228
415,6,0.4294448494911194,0.0841970443725586,1.3228666752922769
416,0,0.43848180770874023,0.25153447687625885,1.556655186272822
417,11,0.3326318860054016,0.09120385348796844,1.6136443662091626
418,6,0.4661886394023895,0.1322629153728485,1.3080073175713216
419,12,0.4168825149536133,0.201162189245224,1.5228399456119268
420,5,0.2626221776008606,0.0248231440782547,1.9066966290003984
421,4,0.5514254570007324,0.24296361207962036,1.1405339350652492
422,4,0.3214021921157837,0.005812495946884155,1.4814970295116174
423,6,0.3540719449520111,0.11697305738925934,1.6116003041624791
424,13,0.4194261133670807,0.20784316956996918,1.6159878920224309
425,2,0.43978455662727356,0.236281618475914,1.3966843506552222
426,9,0.26184332370758057,0.060877472162246704,1.8183347005735229
427,5,0.4732570946216583,0.2340691089630127,1.3697437335810412
428,4,0.48550862073898315,0.24125352501869202,1.3788342975640018
429,6,0.3092247247695923,0.049055010080337524,1.5580645144062057
430,5,0.26992034912109375,0.043824076652526855,1.7682954306914962
431,8,0.8048214912414551,0.7168034240603447,0.7794435257079019
432,0,0.6100972294807434,0.32523229718208313,0.980926562966916
433,14,0.3244244158267975,0.0019581615924835205,1.580166716513453
434,0,0.6816922426223755,0.5133837908506393,1.0116109860243467
435,6,0.6673997640609741,0.49877314269542694,0.9991207877819066
436,6,0.35480907559394836,0.028292804956436157,1.4733005687467837
437,0,0.3841029107570648,0.2036062777042389,1.6259900115640975
438,8,0.32704609632492065,0.06264728307723999,1.654713759560226
439,15,0.32687869668006897,0.12806643545627594,1.8587049429589257
440,7,0.22717082500457764,0.0075541287660598755,1.9260257255420772
441,0,0.5997406244277954,0.2980041801929474,1.0621875821439033
442,14,0.55110764503479,0.37500301003456116,1.3378662196349325
443,3,0.673108696937561,0.4820469319820404,1.0390092473816555
444,7,0.4761366546154022,0.13816648721694946,1.2397089173613312
445,4,0.3600854277610779,0.1775386482477188,1.644139810187809
446,6,0.3770703971385956,0.1385732740163803,1.4509993420404612
447,7,0.4192092716693878,0.16310101747512817,1.5498137771168836
448,12,0.4005852937698364,0.19348785281181335,1.6257362802229607
449,0,0.47396212816238403,0.3018399775028229,1.5148349618080204
